school.id,school.name,school.enrollment,school.offering, school.mooe 
304885,Florita Herrera-Irizari NHS,521,Secondary," 556,000.00 "
132761,Gamuton ES,141,Elementary," 126,000.00 "
132762,Habag PS,51,Elementary," 60,000.00 "
214528,Himatagan PS,52,Elementary," 58,000.00 "
214511,Ibuan Elementary School,132,Elementary," 110,000.00 "
132763,Lanuza CES,482,Elementary," 272,000.00 "
214520,Libas PS,30,Elementary," 60,000.00 "
132765,Nurcia ES,185,Elementary," 131,000.00 "
317901,Nurcia ISS,94,Secondary," 196,000.00 "
132766,Pakwan ES,232,Elementary," 128,000.00 "
317902,Pakwan ISS (F.H. Irizari Memorial NHS - Pakwan NHS Annex),82,Secondary," 156,000.00 "
132767,Sibahay ES,163,Elementary," 137,000.00 "
317912,St. Christine NHS - Davisol NHS Annex,105,Secondary," 153,000.00 "
132768,Anibongan ES,220,Elementary," 138,000.00 "
304858,Anibongan NHS,220,Secondary," 317,000.00 "
132769,Ban-as ES,198,Elementary," 123,000.00 "
132770,Baucawe ES,212,Elementary," 134,000.00 "
214507,Davisol ES,164,Elementary," 114,000.00 "
132771,Diatagon Barangay ES,774,Elementary," 345,000.00 "
132772,Diatagon ES,381,Elementary," 223,000.00 "
132773,Ganayon ES,196,Elementary," 124,000.00 "
132774,Huwangan Elementary School,74,Elementary," 79,000.00 "
132775,La Union ES,358,Elementary," 183,000.00 "
132776,Lianga CES,824,Elementary," 457,000.00 "
304859,Lianga NCHS,797,Secondary," 684,000.00 "
132777,Manyayay MG Demo. School,108,Elementary," 109,000.00 "
132778,Neptune ES,119,Elementary," 86,000.00 "
132779,Payasan ES,352,Elementary," 178,000.00 "
132780,R. Moreno ES,481,Elementary," 214,000.00 "
132781,San Isidro ES,209,Elementary," 126,000.00 "
132782,San Pedro ES,207,Elementary," 127,000.00 "
132783,St. Christine ES,308,Elementary," 167,000.00 "
304915,St. Christine NHS,571,Secondary," 654,000.00 "
304895,Lingig NHS,1042,Secondary," 1,016,000.00 "
317930,Anibongan ISS,93,Secondary," 188,000.00 "
132785,Antonio A. Orozco PS,33,Elementary," 57,000.00 "
304860,BARCELONA NATIONAL HIGH SCHOOL,360,Secondary," 472,000.00 "
132787,Bentigan PS,36,Elementary," 55,000.00 "
132791,Haguimitan PS,20,Elementary," 59,000.00 "
132792,Hamindang PS,23,Elementary," 55,000.00 "
132794,Hinipaan ES,182,Elementary," 123,000.00 "
132796,Lingig CES,1173,Elementary," 504,000.00 "
304896,M.K.Yusingco NHS,220,Secondary," 370,000.00 "
132797,Mahabo ES,222,Elementary," 140,000.00 "
132798,Mahayahay Elementary School,53,Elementary," 77,000.00 "
132799,Mandus ES,390,Elementary," 242,000.00 "
132800,Mansailao ES,89,Elementary," 96,000.00 "
132801,Maubgob PS,20,Elementary," 55,000.00 "
214522,New Canaan PS,111,Elementary," 105,000.00 "
132804,Obon PS,16,Elementary," 54,000.00 "
132805,Pagtilaan ES,358,Elementary," 194,000.00 "
132806,Palo Alto ES,100,Elementary," 87,000.00 "
132810,San Roque ES,190,Elementary," 142,000.00 "
214525,Sta. Maria PS,38,Elementary," 55,000.00 "
132816,Tigbawan PS,28,Elementary," 56,000.00 "
132817,Tomas Sim ES,259,Elementary," 157,000.00 "
132818,Union ES,232,Elementary," 134,000.00 "
214521,Zion ES,104,Elementary," 81,000.00 "
132784,Anibongan ES,115,Elementary," 102,000.00 "
132786,Barcelona CES,476,Elementary," 307,000.00 "
132788,Bogak ES,118,Elementary," 100,000.00 "
132789,Bongan ES,104,Elementary," 94,000.00 "
132790,Guitamondok ES,52,Elementary," 82,000.00 "
132793,Handamayan ES,80,Elementary," 87,000.00 "
132795,KKK ES,90,Elementary," 84,000.00 "
214516,Mahogany Elementary School,97,Elementary," 86,000.00 "
132802,Mendezona PS,23,Elementary," 61,000.00 "
132803,Napanpanan   ES,159,Elementary," 89,000.00 "
214505,Pamian ES,173,Elementary," 116,000.00 "
132807,Pedro Redondo ES,132,Elementary," 109,000.00 "
214518,Pinanapatan ES,120,Elementary," 86,000.00 "
132808,Rajah Cabungsuan ES,209,Elementary," 154,000.00 "
317942,Rajah Cabungsuan ISS,83,Secondary," 144,000.00 "
132809,Salvacion PS,29,Elementary," 71,000.00 "
132812,Sunrise ES,158,Elementary," 126,000.00 "
132811,Sunrise-Campo Primary School,22,Elementary," 54,000.00 "
132813,Tagbobo PS,46,Elementary," 63,000.00 "
132814,Tagpupuran ES,102,Elementary," 102,000.00 "
132815,Taw-aga ES,57,Elementary," 73,000.00 "
132819,Valencia ES,87,Elementary," 93,000.00 "
304897,Madrid NHS,1201,Secondary," 1,301,000.00 "
132820,Bagsac ES,60,Elementary," 81,000.00 "
132821,Bayogo Elementary School,171,Elementary," 131,000.00 "
132822,Carac-an ES,151,Elementary," 127,000.00 "
132823,Estuya-Uriat ES,123,Elementary," 118,000.00 "
132824,Madrid CES,802,Elementary," 501,000.00 "
317904,Madrid NHS - Union NHS Annex,100,Secondary," 183,000.00 "
132825,Magsaysay ES,157,Elementary," 126,000.00 "
132826,Manga Elementary School,142,Elementary," 122,000.00 "
132827,Patongpatong ES,171,Elementary," 131,000.00 "
132828,San Antonio ES,151,Elementary," 126,000.00 "
132829,San Roque ES,110,Elementary," 118,000.00 "
132830,San Vicente ES,121,Elementary," 105,000.00 "
132831,Songkit ES,79,Elementary," 81,000.00 "
132832,Union ES,191,Elementary," 140,000.00 "
132845,Amontay ES,206,Elementary," 125,000.00 "
132846,Antipolo ES,257,Elementary," 159,000.00 "
304899,Antipolo NHS,162,Secondary," 255,000.00 "
132847,Arorogan ES,200,Elementary," 136,000.00 "
317906,Cresencio S. Lago Nat'l HS,340,Secondary," 291,000.00 "
132848,Hinogbakan ES,302,Elementary," 177,000.00 "
132849,Lingaya ES,136,Elementary," 102,000.00 "
132850,Mahaba ES,111,Elementary," 94,000.00 "
132851,Mararag ES,453,Elementary," 228,000.00 "
132852,Marihatag CES,885,Elementary," 435,000.00 "
304898,Marihatag Nat'l. Agr'l. HS,209,Secondary," 372,000.00 "
317905,Marihatag Nat'l. Agr'l. HS - Mararag Annex,233,Secondary," 208,000.00 "
132853,San Antonio ES,35,Elementary," 77,000.00 "
132854,San Isidro ES,454,Elementary," 244,000.00 "
132855,San Pedro ES,207,Elementary," 121,000.00 "
132856,San Roque ES,54,Elementary," 66,000.00 "
132857,Sta. Cruz ES,213,Elementary," 142,000.00 "
132858,Britania ES,203,Elementary," 112,000.00 "
132859,Buhisan ES,233,Elementary," 131,000.00 "
132860,Campanubay ES,142,Elementary," 93,000.00 "
132861,GATA ELEMENTARY SCHOOL,235,Elementary," 136,000.00 "
317914,Gata ISS,102,Secondary," 196,000.00 "
214503,Hornasan ES,213,Elementary," 118,000.00 "
132862,Janipaan ES,169,Elementary," 108,000.00 "
132863,Lamela ES,277,Elementary," 161,000.00 "
132865,Pong-on Elementary School,147,Elementary," 111,000.00 "
132864,Pongtod Elementary School,163,Elementary," 117,000.00 "
132866,Salvacion ES,396,Elementary," 211,000.00 "
304904,Salvacion NHS,272,Secondary," 391,000.00 "
132867,San Agustin CES,572,Elementary," 317,000.00 "
132868,Sto. Nino ES,762,Elementary," 403,000.00 "
304916,Sto. Niño NHS,716,Secondary," 691,000.00 "
132870,Baras ES,142,Elementary," 115,000.00 "
132873,Bolhoon ES,646,Elementary," 294,000.00 "
304906,BOLHOON NATIONAL HIGH SCHOOL,232,Secondary," 247,000.00 "
132876,Castillo ES,252,Elementary," 135,000.00 "
132877,Catabadan ES,252,Elementary," 138,000.00 "
132878,Haguimitan ES,97,Elementary," 94,000.00 "
132881,Libas Sud ES,378,Elementary," 210,000.00 "
317919,Libas Sud ISS,168,Secondary," 209,000.00 "
132882,Lower Daan ES,162,Elementary," 116,000.00 "
214523,Manhulayan PS,19,Elementary," 61,000.00 "
132885,Patong ES,259,Elementary," 143,000.00 "
132887,San Miguel CES,554,Elementary," 335,000.00 "
304905,San Miguel NCHS,474,Secondary," 953,000.00 "
304907,San Miguel NCHS - Sagbayan Annex,493,Secondary," 283,000.00 "
317913,San Miguel NCHS - San Roque NHS Annex,199,Secondary," 200,000.00 "
304908,San Miguel NCHS Poblacion Annex,496,Secondary," 466,000.00 "
132888,San Roque ES,309,Elementary," 161,000.00 "
317908,SMNCHS-Mahayag Annex,135,Secondary," 181,000.00 "
214517,Tambonon PS,192,Elementary," 94,000.00 "
132891,Umalag ES,181,Elementary," 119,000.00 "
132869,Bagyang ES,239,Elementary," 110,000.00 "
132872,Bitaugan ES,338,Elementary," 147,000.00 "
132874,Calatngan ES,260,Elementary," 135,000.00 "
132875,Carromata ES,570,Elementary," 238,000.00 "
132879,Inadan Elementary School,113,Elementary," 78,000.00 "
132880,Libas Gua ES,228,Elementary," 140,000.00 "
214524,Lower Bagyang Elementary School,141,Elementary," 78,000.00 "
132883,Magroyong ES,327,Elementary," 152,000.00 "
132884,Mahayag ES,292,Elementary," 176,000.00 "
132886,Pedro Miranda Oribe Mem. ES (Sagbayan ES),413,Elementary," 201,000.00 "
132889,Siagao ES,325,Elementary," 179,000.00 "
132890,Tina CES,586,Elementary," 285,000.00 "
304883,Sta. Juana NHS,202,Secondary," 351,000.00 "
132892,3 -K ES,61,Elementary," 81,000.00 "
132893,Batunan Elementary School,142,Elementary," 112,000.00 "
132894,Carpenito  Elementary  School,173,Elementary," 139,000.00 "
317931,Carpenito ISS,111,Secondary," 175,000.00 "
304879,Dante Luib Osano Maputi NHS,194,Secondary," 252,000.00 "
304878,Doña Carmen NHS,133,Secondary," 242,000.00 "
317938,Jobar Integrated Secondary School,75,Secondary," 144,000.00 "
132898,Kahayagan ES,220,Elementary," 137,000.00 "
304880,Kahayagan NHS,130,Secondary," 228,000.00 "
132899,Katipunan ES,102,Elementary," 90,000.00 "
132901,Lago ES,105,Elementary," 99,000.00 "
132903,Mabuhay ES,53,Elementary," 68,000.00 "
132904,Maglambing IS,247,Elementary," 135,000.00 "
317922,Maglambing ISS,190,Secondary," 239,000.00 "
304881,Maglatab NHS,116,Secondary," 224,000.00 "
132906,Magsaysay ES,136,Elementary," 119,000.00 "
132907,Malixi ES,259,Elementary," 152,000.00 "
317932,Malixi ISS,90,Secondary," 169,000.00 "
132908,Manambia ES,91,Elementary," 88,000.00 "
317936,Manambia ISS,78,Secondary," 185,000.00 "
132911,Osmeña Integrated School,182,Elementary," 132,000.00 "
317927,Osmena ISS,105,Secondary," 191,000.00 "
317923,Quary 1 Integrated School,192,Secondary," 226,000.00 "
132913,Quary I Integrated School,179,Elementary," 128,000.00 "
214514,Quary II Soriano ES,159,Elementary," 93,000.00 "
132914,Quezon Elementary School,333,Elementary," 166,000.00 "
317934,Quezon ISS,136,Secondary," 189,000.00 "
132915,San Isidro ES,63,Elementary," 82,000.00 "
304882,San Vicente II NHS,167,Secondary," 245,000.00 "
132917,Sayon ES,101,Elementary," 104,000.00 "
132918,Soriano ES,185,Elementary," 109,000.00 "
132919,Sta Fe ES,79,Elementary," 68,000.00 "
317935,Sta. Maria ISS,159,Secondary," 187,000.00 "
132924,Tagbina CES,945,Elementary," 459,000.00 "
304884,Tagbina National High School,731,Secondary," 798,000.00 "
132925,Tagongon ES,336,Elementary," 180,000.00 "
132926,Trinidad ES,82,Elementary," 90,000.00 "
132927,Tuburan ES,83,Elementary," 72,000.00 "
132928,Villaverde ES,141,Elementary," 120,000.00 "
132895,Doña Carmen Elementary School,180,Elementary," 131,000.00 "
214504,Greenfield ES,98,Elementary," 78,000.00 "
132896,Hinagdanan ES,145,Elementary," 100,000.00 "
132897,Jobar ES,114,Elementary," 91,000.00 "
132900,Kinagbangan ES,48,Elementary," 64,000.00 "
132902,Libuacan Elementary School,76,Elementary," 72,000.00 "
132905,Maglatab ES,180,Elementary," 139,000.00 "
132909,Maputi ES,201,Elementary," 132,000.00 "
132912,Paman-onan ES,144,Elementary," 102,000.00 "
132916,San Vicente ES,237,Elementary," 142,000.00 "
132920,Sta. Cruz Elementary School,118,Elementary," 97,000.00 "
132922,Sta. Maria ES,419,Elementary," 225,000.00 "
132923,Sta. Rita Elementary School,144,Elementary," 120,000.00 "
132921,Sta.Juana Central Elem.Sch,260,Elementary," 203,000.00 "
132910,Ugoban ES,133,Elementary," 113,000.00 "
132929,Alba ES,335,Elementary," 176,000.00 "
132932,Awasan ES,43,Elementary," 80,000.00 "
132933,Badong ES,233,Elementary," 139,000.00 "
317903,Badong National High School,165,Secondary," 205,000.00 "
132934,Bajao ES,209,Elementary," 129,000.00 "
317918,Bangsud ISS,202,Secondary," 246,000.00 "
132936,Cagdapao Elementary School,164,Elementary," 113,000.00 "
214502,Cagpangi ES,109,Elementary," 88,000.00 "
132937,Camagong ES,120,Elementary," 93,000.00 "
132938,Cayale ES,164,Elementary," 125,000.00 "
317907,Clarence Ty Pimentel NHS,549,Secondary," 427,000.00 "
132939,Claudia P. Pimentel MES,173,Elementary," 138,000.00 "
132941,Dayoan ES,188,Elementary," 117,000.00 "
132942,Falcon MES,742,Elementary," 375,000.00 "
304889,Gamut NHS (Tago),1036,Secondary," 966,000.00 "
132944,Himat-e ES,147,Elementary," 94,000.00 "
132949,Mga Bayani Ng Pilipinas ES,406,Elementary," 219,000.00 "
304903,Purisima NHS,488,Secondary," 685,000.00 "
132951,Tabon-tabon ES,211,Elementary," 131,000.00 "
132956,Victoria ES,185,Elementary," 127,000.00 "
214526,Adlay PS,117,Elementary," 80,000.00 "
132930,Anahao Bag-o ES,195,Elementary," 141,000.00 "
132931,Anahao Daan ES,261,Elementary," 150,000.00 "
214519,Balisong PS,23,Elementary," 52,000.00 "
132935,Bangsud ES,152,Elementary," 111,000.00 "
132940,Caras-an ES,163,Elementary," 112,000.00 "
132943,Gamut Central Elementary School,505,Elementary," 290,000.00 "
132945,Jubang ES,161,Elementary," 107,000.00 "
132946,Kinabigtasan ES,197,Elementary," 139,000.00 "
132947,Layog ES,194,Elementary," 126,000.00 "
132948,Lindoy ES,221,Elementary," 119,000.00 "
132950,Sumo-Sumo ES,549,Elementary," 286,000.00 "
132953,Umbay ES,83,Elementary," 84,000.00 "
132954,Unaban ES,132,Elementary," 98,000.00 "
132955,Unidos Elementary School,216,Elementary," 138,000.00 "
136477,Aurora A. Quezon Elementary School,5725,Elementary," 2,372,000.00 "
136478,H.J. Atienza Elementary School,8489,Elementary," 2,938,000.00 "
305309,M.Araullo High School,4667,Secondary," 5,308,000.00 "
319401,Pres. Corazon Aquino High School/Manila HS Annex,2116,Secondary," 1,508,000.00 "
136473,Justo Lukban Elementary School,2947,Elementary," 1,398,000.00 "
305312,Manila Science High School,1116,Secondary," 1,950,000.00 "
305318,Manuel A. Roxas High School,3159,Secondary," 3,745,000.00 "
136474,Dr. Celedonio A. Salvador Elementary School,1780,Elementary," 999,000.00 "
136475,Silahis ng Katarungan Special School,521,Elementary," 381,000.00 "
136480,Bagong Barangay Elementary School,2284,Elementary," 1,038,000.00 "
136481,J. Zamora Elementary School,2518,Elementary," 1,378,000.00 "
136482,Bagong Diwa Elementary School,1319,Elementary," 657,000.00 "
136483,Beata Elementary School,1525,Elementary," 698,000.00 "
136457,Dr. A. Albert Elementary School,3430,Elementary," 1,718,000.00 "
305304,Esteban Abada High School,2027,Secondary," 2,314,000.00 "
136458,Laong Laan ES,998,Elementary," 554,000.00 "
305307,Claro M. Recto High School,1159,Secondary," 1,858,000.00 "
136459,Dr. Benigno Aldana Elementary School,1115,Elementary," 648,000.00 "
136460,G. Lopez Jaena Elementary School,1546,Elementary," 724,000.00 "
136461,Legarda Elementary School,6219,Elementary," 2,518,000.00 "
136462,Gen. L. Geronimo Elementary School,769,Elementary," 574,000.00 "
136463,Trinidad Tecson Elementary School,1240,Elementary," 659,000.00 "
136464,Moises Salvador Elementary School,1342,Elementary," 720,000.00 "
305306,Ramon Magsaysay High School,6126,Secondary," 5,998,000.00 "
136472,Pio del Pilar Elementary School,2822,Elementary," 1,329,000.00 "
136465,Juan Luna Elementary School,2087,Elementary," 990,000.00 "
136466,V. E. Fugoso Memorial School,1430,Elementary," 628,000.00 "
305308,Valeriano E. Fugoso Memorial High School,744,Secondary," 986,000.00 "
136467,P. Burgos ES,4489,Elementary," 2,004,000.00 "
136468,Pedro Pelaez Elementary School,821,Elementary," 444,000.00 "
136469,Antonio A. Maceda Integrated School,1420,Elementary," 754,000.00 "
136470,Gen. Miguel Malvar Elementary School,819,Elementary," 507,000.00 "
136471,Bacood Elementary School,2740,Elementary," 1,309,000.00 "
305317,Elpidio Quirino High School,1616,Secondary," 2,626,000.00 "
305313,I. Villamor High School,2249,Secondary," 2,615,000.00 "
136479,Rafael Palma Elementary School,3479,Elementary," 1,620,000.00 "
136455,M. Agoncillo ES,1396,Elementary," 648,000.00 "
136456,P. Guevara Elementary School,6942,Elementary," 2,706,000.00 "
136476,E. delos Santos Elementary School,4121,Elementary," 1,877,000.00 "
305310,Carlos P. Garcia High School,1737,Secondary," 1,969,000.00 "
305319,Eulogio Rodriguez Vocational High School,2427,Secondary," 2,859,000.00 "
136484,Fernando Ma. Guerrero E.S.,4778,Elementary," 1,993,000.00 "
305316,Mariano Marcos Memorial High School,3210,Secondary," 3,323,000.00 "
136485,Sta. Ana ES,3744,Elementary," 1,902,000.00 "
136486,F. Amorsolo Elementary School,1147,Elementary," 516,000.00 "
136487,M. Roxas de Ayala Elementary School,2382,Elementary," 895,000.00 "
305314,Gen. E. Aguinaldo Integrated School,782,Secondary," 1,082,000.00 "
136488,Gen. Emilio Aguinaldo Integrated School,1945,Elementary," 865,000.00 "
136489,Tomas Earnshaw Elementary School,2320,Elementary," 1,158,000.00 "
136453,A. Mabini Elementary School,3702,Elementary," 1,541,000.00 "
136446,Andres Bonifacio Elementary School,3477,Elementary," 1,481,000.00 "
305300,Cayetano Arellano High School,4177,Secondary," 3,924,000.00 "
305299,Dona Teodora Alonzo HS,1379,Secondary," 1,782,000.00 "
136447,E. A. Remigio ES,537,Elementary," 322,000.00 "
305302,Jose Abad Santos High School,3865,Secondary," 4,234,000.00 "
305303,Raja Soliman Science and Technology High School,3862,Secondary," 3,386,000.00 "
136448,Cecilio Apostol Elementary School,1278,Elementary," 637,000.00 "
136449,Juan Sumulong Elementary School,1440,Elementary," 799,000.00 "
136450,Antonio Regidor Elementary School,1906,Elementary," 834,000.00 "
136451,Francisco Balagtas ES,2211,Elementary," 1,110,000.00 "
136452,P. Gomez ES,5329,Elementary," 2,288,000.00 "
136454,Geronimo Santiago Elementary School,2225,Elementary," 951,000.00 "
305301,Ramon Q. Avancena High School,683,Secondary," 1,710,000.00 "
305315,Victoriano Mapa High School,3780,Secondary," 3,971,000.00 "
136418,A. C. Herrera Elementary School,946,Elementary," 490,000.00 "
305305,Antonio Maceda Integrated School (HS),1852,Secondary," 2,227,000.00 "
136419,Barrio Obrero Elementary School,3359,Elementary," 1,525,000.00 "
305293,F. G. Calderon Integrated School,3038,Secondary," 2,777,000.00 "
305311,Manila High School,1479,Secondary," 3,026,000.00 "
136420,F. G. Calderon Integrated School,2969,Elementary," 1,355,000.00 "
136421,Lapu-Lapu Elementary School,1023,Elementary," 594,000.00 "
305297,Manuel L. Quezon High School,1752,Secondary," 2,837,000.00 "
136422,Antonio Luna Elementary School,503,Elementary," 420,000.00 "
305298,Florentino Torres High School,5406,Secondary," 5,250,000.00 "
136423,Mariano Ponce Elementary School,1416,Elementary," 708,000.00 "
136424,Melchora Aquino Elementary School,971,Elementary," 490,000.00 "
136425,Plaridel Elementary School,1946,Elementary," 916,000.00 "
136426,Francisco Benitez Elementary School,3578,Elementary," 1,615,000.00 "
136427,Lakan Dula ES,3146,Elementary," 1,295,000.00 "
305295,Lakan Dula High School,4965,Secondary," 4,088,000.00 "
305292,Antonio J. Villegas Vocational High School,2324,Secondary," 3,138,000.00 "
136434,Gen. Vicente Lim Elementary School,5145,Elementary," 2,103,000.00 "
136435,Teodoro R. Yangco Elementary School,3202,Elementary," 1,289,000.00 "
136428,Gregoria de Jesus ES,1752,Elementary," 885,000.00 "
305294,Jose P. Laurel High School,2710,Secondary," 2,767,000.00 "
136429,Librada Avelino ES,1688,Elementary," 801,000.00 "
136430,Arsenio H. Lacson Elementary School,2786,Elementary," 1,022,000.00 "
136431,T. Paez Integrated School (Elem.),4065,Elementary," 1,773,000.00 "
136432,J. P. Rizal Elementary School,4746,Elementary," 2,037,000.00 "
305289,T. Paez Integrated School,3108,Secondary," 2,900,000.00 "
305288,Dr. Juan G. Nolasco High School,3845,Secondary," 3,412,000.00 "
136433,Emilio Jacinto Elementary School,4577,Elementary," 2,024,000.00 "
136436,A. V. Hernandez Elementary School,5178,Elementary," 2,114,000.00 "
305291,Tondo High School,4253,Secondary," 4,023,000.00 "
305290,Gregorio Perfecto High School,2708,Secondary," 2,786,000.00 "
136438,Magat Salamat Elementary School,4815,Elementary," 2,119,000.00 "
136437,Manuel  L. Quezon Elementary School,4321,Elementary," 1,862,000.00 "
136439,I. Delos Reyes ES,6745,Elementary," 2,517,000.00 "
136440,J. C. de Jesus Elementary School,1581,Elementary," 696,000.00 "
136441,R. Almario Elementary School,8325,Elementary," 3,184,000.00 "
222001,R. Almario Elementary School - Parola Annex,837,Elementary," 308,000.00 "
136442,R. Almario ES - Isla Puting Bato ES,561,Elementary," 249,000.00 "
136443,Gen. Gregorio del Pilar ES,1572,Elementary," 876,000.00 "
136444,Gen. Maximo Hizon Elementary School,2925,Elementary," 1,387,000.00 "
136445,"Gregorio del Pilar ES, Centex",510,Elementary," 385,000.00 "
305296,"Pres. Sergio Osmena, Sr. High School",1428,Secondary," 1,792,000.00 "
136773,CAA Elementary School Main,10688,Elementary," 3,797,000.00 "
226502,CAA ES Annex,1787,Elementary," 610,000.00 "
320302,CAA NHS Annex,2654,Secondary," 2,382,000.00 "
305431,Captain Albert Aguilar NHS,3361,Secondary," 4,067,000.00 "
136774,Daniel Fajardo ES,1976,Elementary," 838,000.00 "
136775,Gatchalian ES,1913,Elementary," 796,000.00 "
136776,Ilaya Elementary School,1240,Elementary," 548,000.00 "
136777,Las Pinas ES Central,3313,Elementary," 1,280,000.00 "
305430,Las Piñas National HIgh School,5576,Secondary," 5,340,000.00 "
320303,Las Pinas NHS - Gatchalian Annex,1018,Secondary," 601,000.00 "
305433,Las Pinas North NHS,2829,Secondary," 2,470,000.00 "
136778,Manuyo Elementary School,2118,Elementary," 944,000.00 "
136779,Pulanlupa ES,3186,Elementary," 1,239,000.00 "
136780,Pulanlupa ES - Camella Annex,1150,Elementary," 459,000.00 "
136781,Vergonville ES,1783,Elementary," 720,000.00 "
136782,Almanza Elementary School,5201,Elementary," 2,134,000.00 "
136783,Almanza ES - T. S. Cruz Annex,3396,Elementary," 1,121,000.00 "
136784,Dona Manuela ES,2640,Elementary," 1,077,000.00 "
305432,Golden Acres NHS,3895,Secondary," 3,261,000.00 "
320304,Las Pinas City National Science High School,522,Secondary," 544,000.00 "
305434,Las Pinas East National High School,4120,Secondary," 5,573,000.00 "
320301,Las Pinas East NHS - Equitable Annex,1809,Secondary," 1,554,000.00 "
305435,Las Pinas East NHS - Talon Village Annex,2507,Secondary," 1,686,000.00 "
136785,Moonwalk ES,4017,Elementary," 1,755,000.00 "
226501,Moonwalk ES - Golden Acres Annex,4699,Elementary," 1,691,000.00 "
136786,Moonwalk ES - Mikesell Annex,1409,Elementary," 477,000.00 "
136787,Pamplona ES Central,2717,Elementary," 1,170,000.00 "
136788,Pamplona ES I,1251,Elementary," 557,000.00 "
136789,Pilar Village ES,2881,Elementary," 1,116,000.00 "
320305,T. S. Cruz High School,1703,Secondary," 1,530,000.00 "
226503,Talon 3 Elementary School,2101,Elementary," 773,000.00 "
136790,Talon ES,3767,Elementary," 1,517,000.00 "
136791,Zapote ES,2772,Elementary," 1,107,000.00 "
136694,Fort Bonifacio ES,3175,Elementary," 1,495,000.00 "
305409,Gen. Pio del Pilar NHS,2843,Secondary," 2,596,000.00 "
136689,Guadalupe Viejo Elementary School,1123,Elementary," 565,000.00 "
136690,Makati ES,1250,Elementary," 630,000.00 "
305406,Makati HS,3262,Secondary," 3,882,000.00 "
305410,Makati West HS (Makati Science HS),863,Secondary," 1,111,000.00 "
305407,San Isidro NHS,1758,Secondary," 1,535,000.00 "
136698,West Rembo ES,1619,Elementary," 684,000.00 "
305412,"Benigno ""Ninoy"" S. Aquino HS",5846,Secondary," 8,739,000.00 "
136692,Comembo Elementary School,2455,Elementary," 1,022,000.00 "
136693,East Rembo ES,2568,Elementary," 1,040,000.00 "
305411,Fort Bonifacio HS,7691,Secondary," 6,697,000.00 "
320003,Fort Bonifacio HS - Tibagan HS Annex,2216,Secondary," 1,088,000.00 "
136695,Pembo ES,5916,Elementary," 2,343,000.00 "
136696,Rizal Elementary School,6763,Elementary," 2,497,000.00 "
136697,Tibagan ES,1083,Elementary," 486,000.00 "
136699,Bangkal ES,1638,Elementary," 736,000.00 "
136700,Bangkal ES I,1031,Elementary," 441,000.00 "
136701,Bangkal ES II,459,Elementary," 227,000.00 "
320002,Bangkal HS,2529,Secondary," 2,139,000.00 "
136704,Hen. Pio del Pilar ES I,1618,Elementary," 735,000.00 "
136703,Hen. Pio del Pilar ES Main,3062,Elementary," 1,380,000.00 "
136705,F. Benitez ES-Main,1720,Elementary," 927,000.00 "
136706,Jose Magsaysay Elementary School,1012,Elementary," 471,000.00 "
136707,Maximo Estrella ES,1633,Elementary," 744,000.00 "
136708,"Nicanor C. Garcia, Sr. ES",1173,Elementary," 557,000.00 "
136688,Cembo ES,2820,Elementary," 1,180,000.00 "
136710,Nemesio I. Yabut ES,1631,Elementary," 883,000.00 "
136711,Pitogo ES,1868,Elementary," 910,000.00 "
320001,Pitogo HS,3852,Secondary," 3,198,000.00 "
136691,San Jose ES,1322,Elementary," 631,000.00 "
136712,South Cembo ES,1173,Elementary," 550,000.00 "
136713,F. Benitez ES III,1516,Elementary," 592,000.00 "
136714,La Paz ES,2603,Elementary," 900,000.00 "
136715,Palanan ES,2210,Elementary," 867,000.00 "
305408,San Antonio NHS,2268,Secondary," 1,899,000.00 "
136716,San Antonio Village ES,783,Elementary," 332,000.00 "
136899,Bayanan ES (Main),3839,Elementary," 1,402,000.00 "
136900,F. de Mesa ES,1501,Elementary," 591,000.00 "
136901,Itaas Elementary School,3694,Elementary," 1,641,000.00 "
228501,Itaas Elementary School NBP Annex,5601,Elementary," 2,016,000.00 "
136902,Lakeview ES,1530,Elementary," 581,000.00 "
136903,Muntinlupa ES,5274,Elementary," 1,989,000.00 "
320701,Muntinlupa National HS - NBP Annex,2805,Secondary," 1,986,000.00 "
305468,Muntinlupa NHS,7006,Secondary," 6,617,000.00 "
305469,Muntinlupa Science High School,1095,Secondary," 1,026,000.00 "
136904,Putatan ES,2322,Elementary," 910,000.00 "
136905,Soldiers' Hills ES,2314,Elementary," 908,000.00 "
136906,Tunasan ES,2472,Elementary," 942,000.00 "
136907,Victoria Homes ES,1721,Elementary," 706,000.00 "
136908,Alabang ES (Main),5988,Elementary," 2,527,000.00 "
228502,Alabang ES Annex,1175,Elementary," 343,000.00 "
136909,Bagong Silang ES,1731,Elementary," 648,000.00 "
136910,Bayanan Elementary School Unit I,2597,Elementary," 1,037,000.00 "
136911,Buli ES,1736,Elementary," 734,000.00 "
136912,Cupang ES,3219,Elementary," 1,277,000.00 "
136913,Cupang ES Annex,934,Elementary," 346,000.00 "
305471,Muntinlupa Business High School - Main,4083,Secondary," 4,324,000.00 "
320702,Muntinlupa Business High School - Sucat Annex,1529,Secondary," 780,000.00 "
320704,Muntinlupa NHS -Tunasan Annex,809,Secondary," 323,000.00 "
305470,PEDRO E. DIAZ HIGH SCHOOL,6867,Secondary," 11,205,000.00 "
320703,Pedro E. Diaz HS -Lakeview Annex,575,Secondary," 248,000.00 "
