school.id,teachers.instructor,teachers.mobile,teachers.regular,teachers.sped
113263,0,2,5,0
113264,0,8,29,0
113265,0,0,6,0
113266,0,2,7,0
113267,0,0,7,0
113268,0,2,4,0
113269,0,1,3,0
113270,0,0,3,0
113271,0,1,8,0
113272,0,8,18,0
113273,0,0,5,0
113274,0,1,6,0
113275,0,1,14,0
113276,0,0,7,0
113277,0,0,3,0
113278,0,2,17,0
113279,0,3,18,0
113280,0,0,3,0
113281,0,0,5,0
113282,0,0,2,0
113283,0,0,4,0
113284,0,2,5,0
113285,0,1,6,0
113286,0,0,5,0
113287,0,0,2,0
113289,0,1,7,0
113290,0,4,7,0
113291,0,0,4,0
113292,0,0,9,0
113293,0,0,6,0
113294,0,1,1,0
113295,0,0,2,0
113296,0,0,3,0
113297,0,0,6,0
113298,0,0,6,0
113299,0,1,4,0
113300,0,0,3,0
113301,0,1,3,0
113302,0,0,6,0
113303,0,1,4,0
113304,0,0,6,0
113305,0,7,20,0
113306,0,0,2,0
113307,0,0,2,0
113308,0,1,6,0
113309,0,0,3,0
113310,0,2,4,0
113311,0,1,5,0
113312,0,0,2,0
113313,0,0,7,0
113314,0,2,7,0
113315,0,1,6,0
113316,0,0,5,0
113317,0,0,4,0
113318,0,0,3,0
113319,0,2,4,0
113320,0,1,1,0
113321,0,1,3,0
113322,0,0,8,0
113323,0,0,2,0
113324,0,0,3,0
113325,0,0,6,0
113326,0,1,9,0
113327,0,0,3,0
113328,0,0,6,0
113329,0,3,9,0
113330,0,0,6,0
113331,0,0,4,0
113332,0,0,10,0
113333,0,8,14,2
113334,0,0,7,0
113335,0,2,14,0
113336,0,0,6,0
113337,0,2,20,0
113338,0,0,11,0
113339,0,0,3,0
113340,0,0,10,0
113341,0,0,4,0
113342,0,2,13,0
113343,0,0,7,0
113344,0,0,3,0
113345,0,7,29,4
113346,0,3,14,0
113347,0,0,8,0
113348,0,0,3,0
113349,0,0,11,0
113350,0,1,9,0
113351,0,2,14,0
113352,0,17,46,0
113353,0,1,7,0
113354,0,0,6,0
113355,0,0,3,0
113356,0,0,3,0
113357,0,0,3,0
113358,0,0,4,0
113359,0,2,11,0
113360,0,0,7,0
113361,0,0,5,0
113362,0,2,5,0
113363,0,4,6,0
113364,0,0,3,0
113365,0,1,4,0
113366,0,1,9,0
113367,0,3,8,0
113368,0,2,11,0
113369,0,2,5,0
113370,0,0,10,0
113371,0,0,6,0
113372,0,0,7,0
113373,0,10,19,0
113374,0,9,31,0
113375,0,0,4,0
113376,0,0,9,0
113377,0,0,5,0
113378,0,0,28,0
113379,0,0,4,0
113380,0,0,12,0
113381,0,0,4,0
113382,0,0,5,0
113383,0,0,3,0
113384,0,1,13,0
113385,0,1,6,0
113386,0,0,6,0
113387,0,0,5,0
113388,0,0,5,0
113389,0,0,4,0
113390,0,1,6,0
113391,0,1,6,0
113392,0,0,7,0
113393,0,0,4,0
113394,0,1,8,0
113395,0,5,10,0
113396,0,0,3,0
113397,0,0,1,0
113398,0,0,5,0
113399,0,0,2,0
113400,0,0,6,0
113401,0,0,7,0
113403,0,0,7,0
113404,0,1,8,0
113405,0,0,1,0
113406,0,0,6,0
113407,0,0,6,0
113408,0,0,7,0
113409,0,0,13,0
113410,0,0,6,0
113411,0,0,8,0
113412,0,7,28,0
113413,0,0,8,0
113414,0,0,5,0
113415,0,0,7,0
113416,0,0,8,0
113417,0,0,15,0
113418,0,0,14,0
113419,0,0,4,0
113420,0,9,26,0
113421,0,0,2,0
113422,0,0,6,0
113423,0,0,6,0
113424,0,1,5,0
113426,0,0,7,0
113427,0,1,6,0
113428,0,1,12,0
113429,0,0,5,0
113430,0,0,5,0
113431,0,0,4,0
113432,0,0,10,0
113433,0,1,6,0
113434,0,0,3,0
113435,0,0,1,0
113436,0,0,3,0
113437,0,0,14,0
113438,0,0,5,0
113439,0,0,6,0
113440,0,1,5,0
113441,0,0,6,0
113442,0,0,9,0
113443,0,0,5,0
113444,0,0,6,0
113445,0,5,19,0
113446,0,0,2,0
113447,0,0,5,0
113448,0,5,9,0
113449,0,0,7,0
113450,0,0,5,0
113451,0,0,6,0
113452,0,2,7,0
113454,0,0,6,0
113455,0,0,5,0
113456,0,0,4,0
113457,0,0,1,0
113458,0,0,1,0
113459,0,0,8,0
113460,0,1,12,0
113461,0,0,2,0
113462,0,0,18,0
113463,0,0,5,0
113464,0,0,5,0
113465,0,0,6,0
113466,0,0,1,0
113467,0,0,1,0
113468,0,0,5,0
113469,0,0,4,0
113470,0,0,3,0
113471,0,0,5,0
113472,0,0,9,0
113473,0,0,2,0
113474,0,1,7,0
113475,0,0,2,0
113476,0,0,3,0
113477,0,4,20,0
113478,0,3,8,0
113479,0,1,6,0
113480,0,0,7,0
113481,0,0,4,0
113482,0,0,10,0
113483,0,0,1,0
113484,0,0,3,0
113485,0,1,2,0
113486,0,0,8,0
113487,0,0,6,0
113488,0,0,6,0
113489,0,0,3,0
113490,0,0,6,0
113491,0,0,8,0
113492,0,0,6,0
113493,0,0,9,0
113494,0,0,7,0
113495,0,0,6,0
113496,0,0,8,0
113497,0,2,5,0
113498,0,2,15,0
113499,0,8,20,0
113500,0,0,4,0
113501,0,0,6,0
113502,0,2,7,0
113503,0,0,6,0
113504,0,0,6,0
113505,0,0,4,0
113506,0,0,6,0
113507,0,0,8,0
113508,0,0,7,0
113509,0,0,3,0
113510,0,2,11,0
113511,0,1,4,0
113512,0,1,7,0
113513,0,7,18,0
113514,0,0,9,0
113515,0,1,4,0
113516,0,0,5,0
113517,0,0,7,0
113518,0,1,6,0
113519,0,0,4,0
113520,0,0,7,0
113521,0,0,7,0
113522,0,1,4,0
113523,0,0,6,0
113524,0,0,9,0
113525,0,1,3,0
113526,0,0,4,0
113527,0,0,6,0
113528,0,0,13,0
113529,0,0,6,0
113530,0,0,6,0
113531,0,1,6,0
113532,0,0,8,0
113533,0,5,22,0
113534,0,0,11,0
113535,0,0,2,0
113536,0,0,8,0
113537,0,7,16,0
113538,0,0,4,0
113539,0,0,15,0
113540,0,0,7,0
113541,0,0,6,0
113542,0,0,6,0
113543,0,0,5,0
113544,0,0,6,0
113545,0,1,12,0
113546,0,0,4,0
113547,0,0,6,0
113548,0,1,8,0
113549,0,0,6,0
113550,0,1,8,0
113551,0,0,17,0
113552,0,0,5,0
113553,0,0,7,0
113554,0,0,9,0
113555,0,0,6,0
113556,0,0,4,0
113557,0,0,7,0
113558,0,0,5,0
113559,0,1,11,0
113560,0,0,4,0
113561,0,1,5,0
113562,0,1,6,0
113563,0,0,7,0
113564,0,0,5,0
113565,0,0,7,0
113566,0,0,3,0
113567,0,0,4,0
113568,0,0,8,0
113569,0,0,6,0
113570,0,0,6,0
113571,0,0,9,0
113572,0,1,8,0
113573,0,0,9,0
113574,0,0,5,0
113575,0,1,5,0
113576,0,0,13,0
113577,0,12,23,0
113578,0,0,7,0
113579,0,1,4,0
113580,0,0,6,0
113581,0,1,9,0
113582,0,0,4,0
113583,0,0,6,0
113584,0,0,4,0
113585,0,0,4,0
113586,0,0,6,0
113587,0,0,12,0
113588,0,0,9,0
113589,0,0,7,0
113590,0,1,6,0
113591,0,0,3,0
113592,0,1,8,0
113593,0,1,11,0
113594,0,0,4,0
113595,0,0,7,0
113596,0,0,9,0
113597,0,0,14,0
113598,0,0,6,0
113599,0,0,6,0
113600,0,0,5,0
113601,0,1,2,0
113602,0,0,6,0
113603,0,0,4,0
113604,0,0,8,0
113605,0,0,7,0
113606,0,11,36,0
113607,0,0,3,0
113608,0,0,7,0
113609,0,1,4,0
113610,0,0,3,0
113611,0,0,3,0
113612,0,1,8,0
113613,0,1,5,0
113614,0,0,6,0
113615,0,0,3,0
113617,0,0,7,0
113618,0,0,6,0
113619,0,0,3,0
113620,0,1,8,0
113621,0,0,8,0
113622,0,0,3,0
113624,0,0,4,0
113625,0,0,1,0
113626,0,0,4,0
113627,0,0,8,0
113628,0,3,17,0
113629,0,1,6,0
113630,0,0,1,0
113631,0,0,3,0
113632,0,1,3,0
113633,0,0,7,0
113634,0,0,6,0
113635,0,0,5,0
113636,0,0,6,0
113637,0,0,10,0
113638,0,0,8,0
113639,0,0,9,0
113640,0,0,5,0
113641,0,6,16,0
113642,0,0,3,0
113643,0,0,5,0
113644,0,0,4,0
113645,0,0,7,0
113646,0,0,9,0
113648,0,0,4,0
113649,0,7,27,0
113650,0,0,4,0
113651,0,1,4,0
113652,0,0,2,0
113653,0,1,11,0
113654,0,0,13,0
113655,0,1,4,0
113656,0,1,3,0
113657,0,0,5,0
113658,0,0,5,0
113659,0,0,5,0
113660,0,0,8,0
113661,0,0,1,0
113662,0,0,1,0
113663,0,0,8,0
113664,0,0,7,0
113665,0,14,30,0
113666,0,0,8,0
113667,0,0,10,0
113668,0,1,14,0
113669,0,0,18,0
113670,0,0,7,0
113671,0,0,4,0
113672,0,0,9,0
113673,0,0,7,0
113674,0,0,5,0
113675,0,0,3,0
113676,0,0,6,0
113677,0,0,7,0
113678,0,0,11,0
113679,0,1,9,0
113680,0,0,21,0
113681,0,0,9,0
113682,0,2,14,0
113683,0,0,7,0
113684,0,0,8,0
113685,0,0,8,0
113686,0,0,6,0
113687,0,0,14,0
113688,0,0,8,0
113689,0,0,1,0
113690,0,0,4,0
113691,0,2,20,0
113692,0,2,7,0
113693,0,0,5,0
113694,0,0,14,0
113695,0,21,79,2
113696,0,2,23,0
113697,0,0,6,0
113698,0,0,7,0
113699,0,0,5,0
113700,0,6,17,0
113701,0,0,9,0
113702,0,2,28,0
113703,0,0,6,0
113704,0,0,7,0
113705,0,0,4,0
113706,0,0,5,0
113707,0,0,5,0
113708,0,0,4,0
113709,0,0,2,0
113710,0,0,4,0
113711,0,0,8,0
113712,0,0,7,0
113713,0,0,9,0
113714,0,0,6,0
113715,0,0,18,0
113716,0,0,18,0
113717,0,1,8,0
113718,0,0,2,0
113719,0,1,14,0
113720,0,0,4,0
113722,0,1,6,0
113723,0,2,9,0
113724,0,0,11,0
113725,0,0,5,0
113726,0,0,3,0
113727,0,0,6,0
113728,0,5,25,0
113729,0,0,4,0
113730,0,1,10,0
113731,0,0,5,0
113732,0,1,11,0
113733,0,0,11,0
113734,0,2,5,0
113735,0,0,5,0
113736,0,0,14,0
113737,0,1,10,0
113738,0,0,3,0
113739,0,0,7,0
113740,0,0,12,0
113741,0,0,2,0
113742,0,0,3,0
113743,0,0,6,0
113744,0,0,4,0
113745,0,0,9,0
113746,0,0,1,0
113747,0,0,6,0
113748,0,0,3,0
113749,0,0,14,0
113750,0,10,22,0
113751,0,0,3,0
113752,0,3,15,0
113753,0,0,7,0
113754,0,0,2,0
113755,0,0,3,0
113756,0,0,5,0
113757,0,1,8,0
113758,0,0,9,0
113759,0,4,17,0
113760,0,0,11,0
113762,0,0,9,0
113763,0,0,8,0
113764,0,0,6,0
113765,0,0,1,0
113766,0,1,19,0
113767,0,1,8,0
113768,0,1,8,0
113769,0,0,7,0
113770,0,5,26,0
113771,0,1,8,0
113772,0,2,17,0
113773,0,1,13,0
113774,0,1,6,0
113775,0,0,13,0
113776,0,0,6,0
113777,0,0,9,0
113778,0,0,6,0
113779,0,0,6,0
113780,0,0,11,0
113781,0,12,18,0
113782,0,0,8,0
113783,0,0,5,0
113784,0,0,5,0
113785,0,0,2,0
113786,0,0,17,0
113787,0,0,4,0
113788,0,0,6,0
113789,0,0,5,0
113790,0,0,1,0
113791,0,0,5,0
113792,0,0,6,0
113793,0,0,6,0
113794,0,0,4,0
113795,0,0,6,0
113796,0,6,27,0
113797,0,2,15,0
113798,0,0,7,0
113799,0,0,6,0
113800,0,1,6,0
113801,0,0,8,0
113802,0,0,9,0
113803,0,0,8,0
113804,0,0,6,0
113805,0,0,4,0
113806,0,0,7,0
113807,0,0,8,0
113808,0,1,6,0
113809,0,1,5,0
113810,0,0,12,0
113811,0,0,1,0
113812,0,0,4,0
113813,0,0,5,0
113814,0,0,5,0
113815,0,12,23,0
113816,0,1,8,0
113817,0,0,10,0
113818,0,0,5,0
113819,0,0,7,0
113820,0,1,5,0
113821,0,0,4,0
113822,0,1,5,0
113823,0,0,5,0
113824,0,0,4,0
113825,0,0,6,0
113826,0,0,5,0
113827,0,0,6,0
113828,0,0,9,0
113829,0,0,9,0
113830,0,0,7,0
113831,0,1,11,0
113832,0,0,7,0
113833,0,0,3,0
113834,0,2,6,0
113835,0,0,7,0
113836,0,8,33,0
113837,0,0,3,0
113838,0,0,4,0
113839,0,0,5,0
113840,0,0,6,0
113841,0,1,7,0
113842,0,8,36,0
113844,0,0,4,0
113845,0,0,12,0
113846,0,0,5,0
113848,0,0,4,0
113849,0,0,12,0
113850,0,1,13,0
113851,0,0,6,0
113852,0,0,10,0
113853,0,0,8,0
113854,0,0,4,0
113855,0,0,8,0
113856,0,1,4,0
113857,0,0,3,0
113859,0,0,3,0
113860,0,1,3,0
113861,0,0,7,0
113862,0,0,6,0
113863,0,0,7,0
113864,0,0,5,0
113865,0,0,5,0
113866,0,0,6,0
113867,0,0,3,0
113868,0,0,3,0
113869,0,0,2,0
113871,0,0,5,0
113872,0,0,5,0
113873,0,0,6,0
113874,0,0,7,0
113875,0,0,2,0
113876,0,7,21,0
113877,0,1,13,0
113879,0,0,3,0
113880,0,0,4,0
113881,0,0,4,0
113882,0,0,6,0
113883,0,0,3,0
113884,0,0,5,0
113885,0,0,14,0
113886,0,0,8,0
113887,0,0,7,0
113888,0,0,8,0
113889,0,0,4,0
113890,0,0,4,0
113891,0,0,5,0
113892,0,0,6,0
113893,0,0,6,0
113894,0,0,24,0
113895,0,0,7,0
113896,0,0,8,0
113897,0,0,6,0
113898,0,0,6,0
113899,0,0,4,0
113900,0,17,19,1
113901,0,0,10,0
113902,0,0,8,0
113903,0,0,6,0
113904,0,0,2,0
113905,0,0,2,0
113906,0,0,11,0
113907,0,0,8,0
113908,0,1,7,0
113910,0,0,9,0
113911,0,0,6,0
113912,0,1,3,0
113913,0,0,2,0
113914,0,0,2,0
113915,0,0,12,0
113916,0,0,3,0
113917,0,0,7,0
113918,0,0,9,0
113919,0,0,1,0
113920,0,0,10,0
113921,0,0,5,0
113922,0,0,6,0
113923,0,1,7,0
113924,0,0,10,0
113925,0,1,7,0
113926,0,0,6,0
113927,0,0,7,0
113928,0,3,9,0
113929,0,0,4,0
113930,0,0,11,0
113931,0,0,3,0
113932,0,1,5,0
113933,0,0,9,0
113934,0,13,21,0
113935,0,4,21,0
113936,0,0,10,0
113937,0,0,2,0
113939,0,0,1,0
113940,0,0,4,0
113941,0,0,7,0
113942,0,0,4,0
113943,0,4,15,0
113944,0,0,6,0
113945,0,0,8,0
113946,0,0,9,0
113947,0,4,21,0
113948,0,0,6,0
113949,0,0,6,0
113950,0,2,10,0
113951,0,1,12,0
113952,0,0,4,0
113953,0,0,6,0
113954,0,0,6,0
113955,0,0,6,0
113956,0,0,6,0
113957,0,2,11,0
113958,0,0,6,0
113959,0,5,10,0
113961,0,1,6,0
113962,0,0,6,0
113963,0,0,6,0
113964,0,0,14,0
113965,0,1,10,0
113966,0,0,2,0
113967,0,1,9,0
113968,0,0,5,0
113969,0,1,9,0
113970,0,0,8,0
113971,0,1,8,0
113972,0,1,8,0
113973,0,0,7,0
113974,0,0,8,0
113975,0,0,7,0
113976,0,0,2,0
113977,0,3,17,0
113978,0,0,6,0
113979,0,0,4,0
113980,0,0,3,0
113981,0,0,3,0
113982,0,6,17,0
113983,0,0,3,0
113984,0,0,3,0
113985,0,0,6,0
113986,0,0,4,0
113987,0,1,5,0
113988,0,0,4,0
113989,0,0,6,0
113990,0,0,6,0
113991,0,0,4,0
113992,0,0,6,0
113993,0,0,3,0
113994,0,0,5,0
113995,0,0,5,0
113996,0,0,6,0
113997,0,1,6,0
113998,0,0,6,0
113999,0,0,2,0
114000,0,0,9,0
114001,0,0,5,0
114002,0,0,3,0
114003,0,8,25,0
114004,0,7,20,0
114005,0,0,4,0
114006,0,0,6,0
114007,0,0,6,0
114008,0,0,4,0
114009,0,0,1,0
114010,0,0,3,0
114011,0,0,7,0
114012,0,0,3,0
114013,0,0,3,0
114014,0,1,11,0
114015,0,1,15,0
114016,0,0,4,0
114017,0,1,5,0
114018,0,0,6,0
114019,0,0,6,0
114020,0,0,7,0
114021,0,0,10,0
114022,0,0,6,0
114023,0,0,3,0
114024,0,0,4,0
114025,0,0,3,0
114026,0,0,1,0
114027,0,2,15,1
114028,0,0,7,0
114029,0,0,6,0
114030,0,2,4,0
114031,0,0,5,0
114032,0,0,5,0
114033,0,0,5,0
114034,0,21,38,1
114035,0,0,4,0
114036,0,1,14,0
114037,0,0,9,0
114038,0,0,6,0
114039,0,0,2,0
114040,0,0,10,0
114041,0,0,6,0
114042,0,0,7,0
114043,0,0,6,0
114044,0,0,9,0
114045,0,0,5,0
114046,0,1,17,0
114047,0,0,11,0
114048,0,0,3,0
114049,0,0,17,0
114050,0,0,8,0
114051,0,0,6,0
114052,0,1,16,0
114053,0,0,3,0
114054,0,0,6,0
114055,0,0,3,0
114056,0,0,3,0
114057,0,0,3,0
114058,0,2,9,0
114059,0,11,17,0
114060,0,0,4,0
114061,0,0,3,0
114062,0,0,7,0
114063,0,0,3,0
114064,0,0,4,0
114065,0,1,11,0
114066,0,0,3,0
114067,0,0,5,0
114068,0,0,6,0
114069,0,0,6,0
114070,0,0,7,0
114071,0,0,1,0
114072,0,0,5,0
114073,0,0,5,0
114074,0,0,14,0
114075,0,0,6,0
114077,0,0,3,0
114078,0,0,3,0
114079,0,1,8,0
114080,0,0,7,0
114081,0,0,3,0
114082,0,0,6,0
114083,0,11,42,0
114084,0,0,6,0
114085,0,0,6,0
114086,0,0,4,0
114087,0,0,7,0
114088,0,0,2,0
114089,0,1,5,0
114090,0,0,6,0
114091,0,1,5,0
114093,0,0,11,0
114094,0,0,6,0
114095,0,0,11,0
114096,0,0,3,0
114097,0,0,4,0
114098,0,2,8,0
114099,0,0,4,0
114100,0,0,6,0
114101,0,0,4,0
114102,0,6,16,0
114103,0,0,6,0
114104,0,0,3,0
114105,0,0,4,0
114106,0,0,7,0
114107,0,0,6,0
114108,0,0,4,0
114109,0,4,11,0
114110,0,0,7,0
114111,0,0,11,0
114112,0,1,8,0
114113,0,0,4,0
114114,0,2,10,0
114115,0,1,11,0
114116,0,0,4,0
114117,0,0,5,0
114118,0,0,7,0
114119,0,0,8,0
114120,0,0,3,0
114121,0,0,4,0
114122,0,6,23,0
114123,0,0,13,0
114124,0,0,5,0
114125,0,0,17,0
114126,0,2,10,0
114127,0,0,4,0
114128,0,0,6,0
114129,0,0,6,0
114130,0,0,8,0
114131,0,0,7,0
114132,0,0,3,0
114133,0,0,3,0
114134,0,2,8,0
114135,0,1,10,0
114136,0,0,3,0
114137,0,0,5,0
114138,0,0,5,0
114139,0,0,8,0
114140,0,0,4,0
114141,0,0,3,0
114142,0,0,2,0
114143,0,0,6,0
114144,0,12,28,0
114145,0,0,9,0
114146,0,0,6,0
114147,0,0,3,0
114148,0,0,3,0
114149,0,2,16,0
114150,0,1,8,0
114151,0,0,6,0
114152,0,0,5,0
114153,0,0,3,0
114154,0,0,4,0
114155,0,0,6,0
114156,0,0,3,0
114157,0,0,5,0
114158,0,0,3,0
114159,0,0,6,0
114160,0,5,11,0
114161,0,8,9,0
114162,0,0,12,0
114163,0,0,4,0
114164,0,0,2,0
114165,0,0,2,0
114166,0,0,2,0
114167,0,0,2,0
114169,0,0,3,0
114170,0,0,6,0
114171,0,0,2,0
114172,0,0,2,0
114173,0,0,2,0
114174,0,0,3,0
114175,0,0,3,0
114176,0,0,8,0
114177,0,0,11,0
114178,0,0,2,0
114179,0,1,15,0
114180,0,0,3,0
114181,0,1,11,0
114182,0,0,4,0
114183,0,0,16,0
114184,0,0,11,0
114185,0,0,16,0
114186,0,0,3,0
114187,0,3,9,0
114188,0,0,4,0
114189,0,3,11,0
114190,0,4,4,0
114191,0,0,3,0
114192,0,7,41,2
114193,0,0,6,0
114194,0,0,2,0
114195,0,0,5,0
114196,0,0,6,0
114197,0,0,7,0
114198,0,0,4,0
114199,0,0,7,0
114200,0,0,6,0
114201,0,0,5,0
114202,0,0,9,0
114203,0,0,3,0
114204,0,0,3,0
114205,0,0,13,0
114206,0,0,6,0
114207,0,0,4,0
114208,0,4,7,0
114209,0,0,5,0
114210,0,2,3,0
114211,0,7,15,0
114212,0,0,6,0
114213,0,0,6,0
114214,0,0,3,0
114215,0,0,11,0
114216,0,0,4,0
114217,0,1,5,0
114218,0,0,7,0
114219,0,0,8,0
114220,0,0,6,0
114221,0,0,6,0
114222,0,0,6,0
114223,0,0,4,0
114224,0,0,12,0
114225,0,0,4,0
114226,0,0,6,0
114227,0,0,5,0
114228,0,0,11,0
114229,0,0,6,0
114230,0,0,3,0
114231,0,0,5,0
114232,0,0,22,0
114233,0,1,11,0
114234,0,0,4,0
114235,0,21,51,2
114236,0,0,4,0
114237,0,0,7,0
114238,0,0,3,0
114239,0,1,17,0
114240,0,1,14,0
114241,0,0,6,0
114242,0,0,3,0
114243,0,0,6,0
114244,0,0,6,0
114245,0,0,6,0
114246,0,0,6,0
114247,0,0,4,0
114248,0,0,5,0
114249,0,0,2,0
114250,0,0,3,0
114251,0,0,12,0
114252,0,0,11,0
114253,0,0,5,0
114254,0,0,2,0
114255,0,0,5,0
114256,0,0,6,0
114257,0,0,6,0
114258,0,0,6,0
114259,0,0,3,0
114260,0,0,2,0
114261,0,1,12,0
114262,0,0,8,0
114263,0,9,22,0
114264,0,0,2,0
114265,0,1,5,0
114266,0,0,3,0
114267,0,0,5,0
114268,0,1,7,0
114269,0,1,6,0
114270,0,0,2,0
114271,0,0,3,0
114272,0,0,6,0
114273,0,0,3,0
114274,0,0,10,0
114275,0,0,7,0
114276,0,0,6,0
114277,0,0,3,0
114278,0,0,5,0
114279,0,0,3,0
114280,0,0,6,0
114281,0,9,20,0
114282,0,0,8,0
114283,0,0,7,0
114284,0,0,5,0
114285,0,0,3,0
114286,0,0,5,0
114287,0,0,9,0
114288,0,0,12,0
114289,0,0,4,0
114290,0,0,4,0
114291,0,0,17,0
114292,0,6,20,0
114293,0,0,3,0
114294,0,0,5,0
114295,0,0,2,0
114296,0,0,3,0
114297,0,1,4,0
114298,0,0,3,0
114299,0,1,12,0
114300,0,0,3,0
114301,0,0,6,0
114302,0,0,3,0
114304,0,0,7,0
114305,0,0,9,0
114306,0,0,2,0
114307,0,0,4,0
114308,0,0,7,0
114309,0,0,2,0
114310,0,0,8,0
114311,0,0,10,0
114312,0,1,5,0
114313,0,0,3,0
114314,0,0,6,0
114315,0,0,7,0
114316,0,0,3,0
114317,0,0,6,0
114318,0,0,8,0
114319,0,0,4,0
114320,0,0,8,0
114321,0,0,3,0
114322,0,12,28,0
114323,0,0,3,0
114324,0,0,5,0
114325,0,3,5,0
114326,0,0,5,0
114327,0,0,3,0
114328,0,0,3,0
114329,0,0,4,0
114330,0,0,8,0
114331,0,0,3,0
114332,0,0,7,0
114333,0,0,6,0
114334,0,0,4,0
114335,0,0,2,0
114336,0,0,6,0
114337,0,0,10,0
114338,0,0,11,0
114339,0,0,6,0
114340,0,0,5,0
114341,0,0,9,0
114342,0,0,3,0
114343,0,0,5,0
114345,0,1,7,0
114346,0,0,5,0
114347,0,0,6,0
114348,0,0,6,0
114349,0,0,6,0
114350,0,1,10,0
114351,0,0,10,0
114352,0,0,7,0
114353,0,0,6,0
114354,0,0,3,0
114355,0,0,6,0
114356,0,16,15,1
114357,0,0,4,0
114358,0,0,5,0
114359,0,1,13,0
114360,0,0,10,0
114361,0,0,10,0
114362,0,0,4,0
114363,0,0,7,0
114364,0,1,15,0
114365,0,0,9,0
114366,0,1,11,0
114367,0,0,6,0
114368,0,0,4,0
114369,0,0,6,0
114370,0,0,6,0
114371,0,0,5,0
114372,0,2,11,0
114373,0,0,3,0
114374,0,0,7,0
114375,0,1,9,0
114376,0,0,3,0
114377,0,0,4,0
114378,0,1,4,0
114379,0,0,5,0
114380,0,0,3,0
114381,0,0,5,0
114382,0,0,3,0
114383,0,7,13,0
114384,0,0,5,0
114385,0,1,5,0
114386,0,0,3,0
114387,0,0,5,0
114388,0,0,10,0
114389,0,1,5,0
114390,0,0,6,0
114391,0,2,8,0
114392,0,1,4,0
114393,0,0,8,0
114394,0,0,6,0
114395,0,0,5,0
114396,0,7,19,0
114397,0,0,4,0
114398,0,0,3,0
114399,0,0,8,0
114400,0,0,7,0
114401,0,0,5,0
114402,0,0,3,0
114403,0,0,3,0
114404,0,0,5,0
114405,0,0,3,0
114406,0,0,6,0
114407,0,0,6,0
114408,0,0,2,0
114409,0,0,7,0
114410,0,0,3,0
114411,0,0,7,0
114412,0,0,7,0
114413,0,0,4,0
114414,0,0,6,0
114415,0,8,24,0
114416,0,0,18,0
114417,0,0,3,0
114418,0,0,7,0
114419,0,1,7,0
114420,0,22,38,0
114421,0,4,7,0
114422,0,4,16,0
114423,0,4,14,0
114424,0,9,19,0
114425,0,1,5,0
114426,0,4,16,0
114427,0,3,23,0
114428,0,3,8,0
114429,0,0,6,0
114430,0,0,12,0
114431,0,0,6,0
114432,0,7,19,0
114433,0,0,6,0
114434,0,0,14,0
114435,0,0,4,0
114436,0,1,11,0
114437,0,0,4,0
114438,0,0,6,0
114439,0,0,5,0
114440,0,0,3,0
114441,0,0,3,0
114442,0,1,8,0
114443,0,0,8,0
114444,0,1,8,0
114445,0,8,16,0
114446,0,2,4,0
114447,0,2,10,0
114448,0,0,7,0
114449,0,1,5,0
114450,0,6,12,0
114451,0,7,5,0
114452,0,3,5,0
114453,0,6,9,0
114454,0,0,7,0
114455,0,2,15,0
114456,0,0,6,0
114457,0,11,75,0
114458,0,0,15,0
114459,0,2,15,0
114460,0,0,20,0
114461,0,2,8,0
114462,0,0,8,0
114463,0,0,7,0
114464,0,1,11,0
114465,0,0,9,0
114466,0,10,24,0
114467,0,1,35,0
114468,0,0,9,0
114469,0,0,6,0
114470,0,0,9,0
114471,0,3,11,0
114472,0,0,10,0
114473,0,0,13,0
114474,0,2,33,0
114475,0,0,16,0
114476,0,2,11,0
114477,0,4,21,0
114478,0,0,8,0
114479,0,6,48,0
114480,0,0,9,0
114481,0,6,35,0
114482,0,0,17,0
114483,0,0,16,0
114484,0,1,16,0
114485,0,2,14,0
114486,0,0,6,0
114487,0,3,19,0
114488,0,0,14,0
114489,0,0,8,0
114490,0,6,21,0
114491,0,0,9,0
114492,0,0,7,0
114493,0,3,24,0
114494,0,0,6,0
114495,0,2,16,0
114496,0,3,4,0
114497,0,6,27,0
114498,0,6,14,0
114499,0,6,18,0
114500,0,15,60,0
114501,0,15,42,0
114502,0,4,11,0
114503,0,3,9,0
114504,0,5,19,0
114505,0,6,29,0
114506,0,2,9,0
114507,0,9,24,0
114508,0,1,46,0
114509,0,4,18,0
114510,0,4,10,0
114511,0,5,18,0
114512,0,1,6,0
114513,0,1,5,0
114514,0,2,11,0
114515,0,1,21,0
114516,0,5,39,0
114517,0,3,28,0
114518,0,8,38,0
114519,0,0,11,0
114520,0,5,30,0
114521,0,0,6,0
114522,0,0,7,0
114523,0,4,7,0
114524,0,0,3,0
114525,0,0,7,0
114526,0,0,3,0
114527,0,0,14,0
114528,0,0,4,0
114529,0,2,5,0
114530,0,0,9,0
114531,0,0,3,0
114532,0,0,3,0
114533,0,2,10,0
114534,0,6,13,0
114535,0,0,5,0
114536,0,0,6,0
114537,0,0,2,0
114538,0,0,6,0
114539,0,0,7,0
114540,0,0,10,0
114541,0,0,8,0
114542,0,0,13,0
114543,0,0,10,0
114544,0,0,8,0
114545,0,0,6,0
114546,0,2,9,0
114547,0,0,6,0
114548,0,0,6,0
114549,0,3,4,0
114550,0,0,8,0
114551,0,0,4,0
114552,0,1,20,0
114553,0,0,24,0
